school_name,city,state,website,directory
hopedale jr sr high school,hopedale,massachusetts,https://www.hopedaleschools.org/o/hjshs,https://profiles.doe.mass.edu/profiles/general.aspx?topNavId=1&orgcode=01380505&orgtypecode=6&leftNavId=122&
hope high school online,glendale,arizona,https://www.hopehighonline.org/,https://www.hopehighonline.org/staff-online-school-arizona/
hope of detroit academy middle high school,detroit,michigan,https://www.hopeofdetroit.com/middlehighstaff,https://www.hopeofdetroit.com/middlehighstaff
hope online learning academy high school,centennial,colorado,https://www.hopeonline.org,https://www.hopeonline.org/
hopewell senior high school,aliquippa,pennsylvania,https://www.hopewell.k12.pa.us/hopewellhighschool_home.aspx,https://www.hopewellarea.org/FacultyStaffDirectory1.aspx
hopkins county central high school,madisonville,kentucky,https://www.hopkins.kyschools.us/Domain/420,https://ky02204223.schoolwires.net/domain/426
health opportunities high school,bronx,new york,https://www.hopschool.org/,https://www.schools.nyc.gov/schools/X670
hoquiam high school,hoquiam,washington,https://www.hoquiam.net/o/hhs,https://www.hoquiam.net/o/hhs/staff
horicon high school,horicon,wisconsin,https://www.horicon.k12.wi.us/high/,https://www.horicon.k12.wi.us/schools/high/staff-directory.cfm
horizon charter,lincoln,california,https://www.horizoncharterschools.org,https://www.cde.ca.gov/schooldirectory/details?cdscode=31669513130168
horizon honors secondary school,phoenix,arizona,https://www.horizonhonorssecondary.org/,https://www.horizonhonorssecondary.org/Contact/staff
horizon science academy of lorain,lorain,ohio,https://www.horizonlorain.org/,https://www.horizonlorain.org/apps/staff/
conway high school,conway,south carolina,https://www.horrycountyschools.net/Conway_High_School,https://www.horrycountyschools.net/domain/4467
green sea floyds high school,green sea,south carolina,https://www.horrycountyschools.net/Green_Sea_Floyds_High,https://www.horrycountyschools.net/Page/4390
houma christian school,houma,louisiana,https://www.houmachristianschool.com/,https://www.houmachristianschool.com/page/staff-and-administration
houston secondary high school,houston,minnesota,https://www.houston.k12.mn.us/page/2846,https://www.houston.k12.mn.us/o/houstonhs/staff
houston county high school,erin,tennessee,https://www.houston.k12.tn.us/,https://www.houston.k12.tn.us.schools.bz/1/Staff
houston academy,dothan,alabama,https://www.houstonacademy.com/,https://www.houstonacademy.com/about/faculty/
houston academy for international studies,houston,texas,https://www.houstonisd.org/,https://www.houstonisd.org/site/Default.aspx?PageType=1&SiteID=13578&ChannelID=15024&DirectoryType=6
carnegie vanguard high school,houston,texas,https://www.houstonisd.org/CVHS,https://www.houstonisd.org/domain/45813
kashmere high school,houston,texas,https://www.houstonisd.org/Domain/13579,https://www.houstonisd.org/Domain/13623
worthing high school,houston,texas,https://www.houstonisd.org/Domain/13646,https://www.houstonisd.org/Page/135269
washington b t high school,houston,texas,https://www.houstonisd.org/Domain/16378,https://www.houstonisd.org/site/Default.aspx?PageType=1&SiteID=16378&ChannelID=18049&DirectoryType=6
sharpstown international school,houston,texas,https://www.houstonisd.org/Domain/2118,https://www.houstonisd.org/domain/46924
challenge early college high school,houston,texas,https://www.houstonisd.org/Domain/22641,https://www.houstonisd.org/domain/52608
high school for law and justice hslj,houston,texas,https://www.houstonisd.org/Domain/25,https://www.houstonisd.org/site/Default.aspx?PageType=1&SiteID=25&ChannelID=89&DirectoryType=6
south early college high school,houston,texas,https://www.houstonisd.org/Domain/3519,https://www.houstonisd.org/Page/135061
scarborough high school,houston,texas,https://www.houstonisd.org/Page/33461,https://www.houstonisd.org/domain/37812
austin high school,houston,texas,https://www.houstonisd.org/austinhs,https://www.houstonisd.org/domain/37928
chavez high school,houston,texas,https://www.houstonisd.org/chavez,https://www.houstonisd.org/Page/172497
eastwood academy,houston,texas,https://www.houstonisd.org/domain/11083,https://www.houstonisd.org/domain/40706
mickey leland college prep acad for young men,houston,texas,https://www.houstonisd.org/domain/22433,https://www.houstonisd.org/Page/96146
energy institute high school,houston,texas,https://www.houstonisd.org/energy,https://www.houstonisd.org/Page/105507
furr high school,houston,texas,https://www.houstonisd.org/furrhigh,https://www.houstonisd.org/Page/167988
the high school for the performing and visual arts,houston,texas,https://www.houstonisd.org/hspva,https://www.houstonisd.org/domain/25351
jones futures academy,houston,texas,https://www.houstonisd.org/jones,https://www.houstonisd.org/Page/173609
long academy,houston,texas,https://www.houstonisd.org/long,https://www.houstonisd.org/domain/4361
north forest high school,houston,texas,https://www.houstonisd.org/northforesthigh,https://www.houstonisd.org/Page/182603
northside high school,houston,texas,https://www.houstonisd.org/northside,https://www.houstonisd.org/Page/156682
sharpstown high school,houston,texas,https://www.houstonisd.org/sharpstown,https://www.houstonisd.org/domain/54607
sterling high school,houston,texas,https://www.houstonisd.org/sterling,https://www.houstonisd.org/Page/146795
wheatley high school,houston,texas,https://www.houstonisd.org/wheatley,https://www.houstonisd.org/Page/196260
yates high school,houston,texas,https://www.houstonisd.org/yates,https://www.houstonisd.org/domain/7546
the howard school,atlanta,georgia,https://www.howardschool.org/,https://www.howardschool.org/apps/staff/
howe high school,howe,oklahoma,https://www.howeschools.org/staff,https://www.howeschools.org/staff
hoxie high school,hoxie,arkansas,https://www.hoxieschools.com/o/hhs,https://www.hoxieschools.com/staff
hyde park school,austin,texas,https://www.hp-schools.org/,https://www.hp-schools.org/about-hps/leadership
high point academy,spartanburg,south carolina,https://www.hpaspartanburg.com/,https://www.hpaspartanburg.com/FacultyStaffDirectory.aspx
franklin d roosevelt senior high school,hyde park,new york,https://www.hpcsd.org/Domain/130,https://www.hpcsd.org/domain/134
arthur a benjamin health professions high school,sacramento,california,https://www.hphsjaguars.com/,https://www.hphsjaguars.com/staff-directory
high school for health professions and human service,new york,new york,https://www.hphsnyc.org/,https://www.hphsnyc.org/apps/staff/
highland park high school,amarillo,texas,https://www.hpisd.net/o/hphs,https://highlandpark.gabbartllc.com/80534_2
high point regional high school,sussex,new jersey,https://www.hpregional.org/,https://www.hpregional.org/staff/staff_directory
holyoke high school,holyoke,massachusetts,https://www.hps.holyoke.ma.us/o/north,https://www.hps.holyoke.ma.us/o/hhs/staff
hennessey high school,hennessey,oklahoma,https://www.hps.k12.ok.us/544128_3,https://www.hps.k12.ok.us/544209_3
hope high school,hope,arkansas,https://www.hpsdistrict.org/o/hope-high-school,https://www.hpsdistrict.org/o/hope-high-school/staff
houghton central high school,houghton,michigan,https://www.hpts.us/,https://www.hpts.us/high-staff.php
hampshire regional high school,westhampton,massachusetts,https://www.hrhs.net/en-US,https://www.hrhs.net/en/staff
high school for global citizenship the,brooklyn,new york,https://www.hs-gc.org/,https://www.schools.nyc.gov/schools/K528
the high school of st thomas more,champaign,illinois,https://www.hs-stm.org/,https://www.hs-stm.org/staff
prince edward county high school,farmville,virginia,https://www.hs.pecps.k12.va.us/,https://pecps.ss8.sharpschool.com/contact_us
sparta high school,sparta,illinois,https://www.hs.sparta.k12.il.us/,https://www.hs.sparta.k12.il.us/faculty
horizon science academy columbus,columbus,ohio,https://www.hsach.org/,https://www.hsach.org/apps/staff/
horizon science acad mckinley park charter sch,chicago,illinois,https://www.hsamckinley.org/,https://www.hsamckinley.org/
high school of arts and technology,new york,new york,https://www.hsartstech.org/,https://www.schools.nyc.gov/schools/M494
horizon science acad cleveland,cleveland,ohio,https://www.hsas.org/,https://www.hsas.org/apps/staff/
high school of computers and technology,bronx,new york,https://www.hsctbronx.org/,https://www.hsctbronx.org/apps/pages/index.jsp?uREC_ID=1759636&type=d
glencoe high school,hillsboro,oregon,https://www.hsd.k12.or.us/glencoe,https://www.hsd.k12.or.us/Page/389
hillsboro online academy,hillsboro,oregon,https://www.hsd.k12.or.us/hillonlineacademy,https://www.hsd.k12.or.us/Page/5334
liberty high school,hillsboro,oregon,https://www.hsd.k12.or.us/liberty,https://www.hsd.k12.or.us/domain/603
harrison high school,colorado springs,colorado,https://www.hsd2.org/Domain/21,https://www.hsd2.org/domain/634
sierra high school,colorado springs,colorado,https://www.hsd2.org/Domain/22,https://www.hsd2.org/Page/574
hamilton high school,hamilton,montana,https://www.hsd3.org/o/hhs,https://www.husdschools.org/domain/137
hillsboro high school,hillsboro,missouri,https://www.hsdr3.org/o/hillsboro-high-school,https://www.hsdr3.org/o/hillsboro-high-school/staff
high school of economics and finance,new york,new york,https://www.hseaf.net/,https://www.hseaf.net/m/staff/
high school for energy and technology,bronx,new york,https://www.hsenergytech.org/,https://www.schools.nyc.gov/schools/X565
high school for construction trades engineering and architecture,ozone park,new york,https://www.hsforctea.org/,https://www.hsforctea.org/
high school for health careers and sciences,new york,new york,https://www.hshcs.nyc/,https://www.hshcs.nyc/directory/faculty
high school for law enforcement and public safety,jamaica,new york,https://www.hsleaps.org/,https://www.schools.nyc.gov/schools/Q690
high school for medical professions,brooklyn,new york,https://www.hsmp.org/,https://www.hsmp.org/apps/staff/departmental.jsp
high school for recording arts,saint paul,minnesota,https://www.hsra.org/,https://www.hsra.org/apps/staff/
hot springs high school,hot springs,south dakota,https://www.hssd.k12.sd.us/45335_1,https://hssd.k12.sd.us/296197_2
hot springs high school,hot springs,arkansas,https://www.hssd.net/,https://www.hssd.net/580830_3
high school of telecommunication arts and technology,brooklyn,new york,https://www.hstat.org/,https://www.hstat.org/directory/faculty
high tech los angeles,lake balboa,california,https://www.ht-la.org/,https://www.ht-la.org/apps/staff/
holy trinity episcopal academy,melbourne,florida,https://www.htacademy.org/,https://www.zoominfo.com/pic/holy-trinity-episcopal-academy/346535989
harriet tubman charter school,bronx,new york,https://www.htcsbronx.org/,https://www.htcsbronx.org/m/staff/index.jsp
hamilton east steinert,hamilton,new jersey,https://www.htsdnj.org/HamiltonEast.cfm,https://www.htsdnj.org/page/11037
hamilton north nottingham,hamilton,new jersey,https://www.htsdnj.org/HamiltonNorth.cfm,https://www.htsdnj.org/page/11036
hubbard high school,hubbard,ohio,https://www.hubbard.k12.oh.us/,https://www.hubbardhighschool.org/apps/staff/
hubbard high school,hubbard,texas,https://www.hubbardisd.com/,https://www.hubbardisd.com/apps/staff/
wayne high school,huber heights,ohio,https://www.huberheightscityschools.org/,https://www.huberheightscityschools.org/1/Staff
hudson high school,hudson,ohio,https://www.hudson.k12.oh.us/Domain/13,https://www.hudson.k12.oh.us/site/Default.aspx?PageType=1&SiteID=13&ChannelID=250&DirectoryType=6
hudson juniorsenior high school,hudson,new york,https://www.hudsoncsd.org/hudson-senior-high-school/,https://www.hudsoncsd.org/hudson-junior-high-school/
hudson high school of learning technologies,new york,new york,https://www.hudsonhs.com/,https://www.hudsonhs.com/
hudson high school,hudson,iowa,https://www.hudsonpiratepride.com/28798_1,https://www.hudsonpiratepride.com/189136_2
huntington high school,huntington,new york,https://www.hufsd.edu/schools/hhs.html,https://www.hufsd.edu/schools/hhs.html
hartford high school,hartford,wisconsin,https://www.huhs.org/,https://www.huhs.org/about/staff-directory.cfm
hull high,hull,massachusetts,https://www.hullpublicschools.org/high-school,https://www.hullpublicschools.org/high-school/faculty-staff
humanities preparatory academy,new york,new york,https://www.humanitiesprep.org/,https://www.humanitiesprep.org/apps/staff/
summer creek high school,humble,texas,https://www.humbleisd.net/Page/42978,https://tx01001414.schoolwires.net/Page/64607
quest early college high school,humble,texas,https://www.humbleisd.net/sechs,https://www.humbleisd.net/sechs
huntington surrey high school,austin,texas,https://www.huntingtonsurrey.org/,https://www.huntingtonsurrey.org/faculty
huntsville high school,huntsville,texas,https://www.huntsville-isd.org/HHS,https://www.huntsville-isd.org/domain/1066
huntsville high school,huntsville,arkansas,https://www.huntsvilleschooldistrict.org/o/hhs,https://www.huntsvilleschooldistrict.org/staff
huron high school,huron,south dakota,https://www.huron.k12.sd.us/schools/huron-high-school/,https://www.huron.k12.sd.us/contact-directory/
huron high school,huron,ohio,https://www.huronhs.com/huronhighschool_home.aspx,https://www.huronhs.com/StaffDirectory.aspx
heyworth junior senior high school,heyworth,illinois,https://www.husd4.org/apps/pages/index.jsp?uREC_ID=1123163&type=d&pREC_ID=1423298,https://www.husd4.org/
lafayette county c 1 high school,higginsville,missouri,https://www.huskersk12.org/vnews/display.v/SEC/High%20School,https://www.huskers.k12.mo.us/vnews/display.v/SEC/High%20School%7CTeacher%20Pages
hustisford high,hustisford,wisconsin,https://www.hustisford.k12.wi.us/,https://www.hustisford.k12.wi.us/high/about/staff-directory.cfm
housatonic valley regional high school,falls village,connecticut,https://www.hvrhs.org/,https://www.hvrhs.org/directory/
