,school_name,city,state,website,query,directory
1175,california virtual academy,simi valley,california,https://cava.k12.com/,"california virtual academy in simi valley, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=19650940112706
1176,cedar bluff high school,cedar bluff,alabama,https://cb.cherokeek12.org/,"cedar bluff high school in cedar bluff, alabama staff administration directory link",https://cb.cherokeek12.org/en-US/staff
1177,cherokee bluff high school,flowery branch,georgia,https://cbhs.hallco.org/web/,"cherokee bluff high school in flowery branch, georgia staff administration directory link",https://cbhs.hallco.org/web/faculty-staff/
1178,collegiate baton rouge,baton rouge,louisiana,https://cbr.collegiateacademies.org/,"collegiate baton rouge in baton rouge, louisiana staff administration directory link",https://cbr.collegiateacademies.org/
1179,la costa canyon high school,san diego,california,https://cc.sduhsd.net/,"la costa canyon high school in san diego, california staff administration directory link",https://lc.sduhsd.net/staff-directory/
1180,san dieguito high academy,san diego,california,https://cc.sduhsd.net/,"san dieguito high academy in san diego, california staff administration directory link",https://sd.sduhsd.net/staff-directory/
1181,calvary chapel christian school,las vegas,nevada,https://cccslions.org/,"calvary chapel christian school in las vegas, nevada staff administration directory link",https://www.ccgvca.org/our-school
1182,college and career high school,albuquerque,new mexico,https://cchs-aps-nm.schoolloop.com/,"college and career high school in albuquerque, new mexico staff administration directory link",https://www.aps.edu/special-education/school-contact-list/cchs
1183,hobbs high school,albuquerque,new mexico,https://cchs-aps-nm.schoolloop.com/,"hobbs high school in albuquerque, new mexico staff administration directory link",http://hobbsschools.net/department/administration/StaffDirectory
1184,camden central high school,camden,tennessee,https://cchs.bentoncountyschools.org/,"camden central high school in camden, tennessee staff administration directory link",http://www.camdenhighschool.org/teachers-and-staff.html
1185,cumberland county high school,crossville,tennessee,https://cchs.ccschools.k12tn.net/,"cumberland county high school in crossville, tennessee staff administration directory link",https://cchs.ccschools.k12tn.net/staffdirectory
1186,chillicothe high school,chillicothe,ohio,https://cchs.ccsd.us/,"chillicothe high school in chillicothe, ohio staff administration directory link",http://www.chillicothecityschs.oh.schools.bz/1/Staff
1187,chilton county high school,lake charles,louisiana,https://cchs.chiltonboe.com/,"chilton county high school in lake charles, louisiana staff administration directory link",https://cchs.chiltonboe.com/staff
1188,churchill county high school,fallon,nevada,https://cchs.churchillcsd.com/,"churchill county high school in fallon, nevada staff administration directory link",https://cchs.churchillcsd.com/en-US/staff
1189,clay county high school,manchester,kentucky,https://cchs.clay.k12.ky.us/,"clay county high school in manchester, kentucky staff administration directory link",https://www.clay.k12.ky.us.schools.bz/1/Staff
1190,clinton county high school,albany,kentucky,https://cchs.clinton.kyschools.us/,"clinton county high school in albany, kentucky staff administration directory link",https://cchs.clinton.kyschools.us/
1191,colleton county high school,walterboro,south carolina,https://cchs.colleton.k12.sc.us/,"colleton county high school in walterboro, south carolina staff administration directory link",https://cchs.colleton.k12.sc.us/our_school/staff_directory
1192,crisp county high school,cordele,georgia,https://cchs.crispschools.org/,"crisp county high school in cordele, georgia staff administration directory link",https://cchs.crispschools.org/o/cchs/staff
1193,crystal city high school,crystal city,texas,https://cchs.crystalcityisd.org/,"crystal city high school in crystal city, texas staff administration directory link",https://cchs.crystalcityisd.org/apps/staff/
1194,culpeper county high school,culpeper,virginia,https://cchs.culpeperschools.org/,"culpeper county high school in culpeper, virginia staff administration directory link",https://cchs.culpeperschools.org/staff?page_no=8
1195,cumberland county high school,burkesville,kentucky,https://cchs.cumberland.kyschools.us/,"cumberland county high school in burkesville, kentucky staff administration directory link",http://www.cumberlandcntyschs.ky.schools.bz/1/Staff
1196,sunlake high school,wesley chapel,florida,https://cchs.pasco.k12.fl.us/,"sunlake high school in wesley chapel, florida staff administration directory link",https://slhs.pasco.k12.fl.us/staff-contact-page/
1197,central crossing high school,grove city,ohio,https://cchs.swcsd.us/,"central crossing high school in grove city, ohio staff administration directory link",https://cchs.swcsd.us/about-us/staff-websites
1198,crimson cliffs high school,washington,utah,https://cchs.washk12.org/,"crimson cliffs high school in washington, utah staff administration directory link",https://cchs.washk12.org/faculty-directory/
1199,central catholic high school,wheeling,west virginia,https://cchsknights.org/,"central catholic high school in wheeling, west virginia staff administration directory link",https://cchsknights.org/about-us/faculty-staff/
1200,coahoma county high school,clarksdale,mississippi,https://ccjshs.coahomak12.org/,"coahoma county high school in clarksdale, mississippi staff administration directory link",https://www.coahomak12.org/apps/staff/
1201,calhoun middlehigh school,mt zion,west virginia,https://ccmhs.calhoun.k12.wv.us/,"calhoun middlehigh school in mt zion, west virginia staff administration directory link",https://wvde.state.wv.us/ed_directory/index.html?county_id=14&school_id=501
1202,cornwall middle school,cornwall,new york,https://ccms.cornwallschools.com/,"cornwall middle school in cornwall, new york staff administration directory link",https://www.cornwallschools.com/domain/585
1203,caroline high school,milford,virginia,https://ccps.us/caroline-high-school,"caroline high school in milford, virginia staff administration directory link",https://ccps.us/staff-directory
1204,campus canyon elementary,moorpark,california,https://ccs-moorpark-ca.schoolloop.com/,"campus canyon elementary in moorpark, california staff administration directory link",https://ccs-moorpark-ca.schoolloop.com/teacherwebsites
1205,central columbia senior high school,bloomsburg,pennsylvania,https://ccsdhs.ss5.sharpschool.com/,"central columbia senior high school in bloomsburg, pennsylvania staff administration directory link",https://ccsdhs.ss5.sharpschool.com/
1206,career academy and technical school,statesille,north carolina,https://cctl.issnc.org/,"career academy and technical school in statesille, north carolina staff administration directory link",https://cats.issnc.org/about-us/faculty-staff-directory
1207,collaborative college for technology,statesville,north carolina,https://cctl.issnc.org/,"collaborative college for technology in statesville, north carolina staff administration directory link",https://cctl.issnc.org/about-us/faculty-staff-directory
1208,central city value,los angeles,california,https://ccvhs.valueschools.com/,"central city value in los angeles, california staff administration directory link",https://ccvhs.valueschools.com/apps/staff/
1209,central davidson high school,lexington,north carolina,https://cdhs.davidson.k12.nc.us/,"central davidson high school in lexington, north carolina staff administration directory link",https://cdhs.davidson.k12.nc.us/apps/staff/
1210,chuckey doak high school,afton,tennessee,https://cdhs.greenek12.org/,"chuckey doak high school in afton, tennessee staff administration directory link",https://cdhs.greenek12.org/apps/staff/
1211,corona del mar high school,newport beach,california,https://cdm.nmusd.us/,"corona del mar high school in newport beach, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=30665973031697
